page_number,section_id,indicator,region_name,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
49,5.4,Accommodated persons in hotels (persons),Qakh,265.5,225.0,47.1,332.4,281.9,301.5
49,5.4,Accommodated persons in hotels (persons),Qazakh,253.4,341.8,83.4,229.4,78.6,326.4
49,5.4,Accommodated persons in hotels (persons),Quba,188.0,334.0,60.1,243.3,425.9,193.1
49,5.4,Accommodated persons in hotels (persons),Qubadli,2269.6,3631.5,385.2,1996.4,842.2,1187.3
49,5.4,Accommodated persons in hotels (persons),Qusar,102.2,395.0,107.4,145.1,525.2,215.9
49,5.4,Accommodated persons in hotels (persons),Saatly,79.8,62.0,59.9,228.0,395.5,426.0
49,5.4,Accommodated persons in hotels (persons),Sabirabad,297.5,191.5,58.1,217.2,261.4,240.9
49,5.4,Accommodated persons in hotels (persons),Salyan,93.0,143.7,27.3,165.6,224.4,462.1
49,5.4,Accommodated persons in hotels (persons),Samukh,218.9,114.3,71.9,157.5,277.0,92.9
49,5.4,Accommodated persons in hotels (persons),Sedarak,319.9,289.8,57.5,115.4,79.5,197.7
49,5.4,Accommodated persons in hotels (persons),Shabran,137.7,447.9,87.8,182.8,125.7,181.9
49,5.4,Accommodated persons in hotels (persons),Shahbuz,173.2,80.7,106.8,351.4,115.7,514.9
49,5.4,Accommodated persons in hotels (persons),Shaki,341.5,160.5,77.4,100.4,276.7,100.9
49,5.4,Accommodated persons in hotels (persons),Shamakhi,193.0,314.3,50.8,130.9,421.4,62.3
49,5.4,Accommodated persons in hotels (persons),Shamkir,94.2,135.6,72.7,59.6,296.0,352.4
49,5.4,Accommodated persons in hotels (persons),Sharur,83.7,353.0,75.9,261.5,458.0,305.2
49,5.4,Accommodated persons in hotels (persons),Shirvan,305.3,206.7,60.1,201.8,280.7,371.3
49,5.4,Accommodated persons in hotels (persons),Shusha,39155.0,28639.0,10984.9,15864.7,28142.6,8943.2
49,5.4,Accommodated persons in hotels (persons),Siazan,321.5,167.6,46.1,66.9,241.2,123.0
49,5.4,Accommodated persons in hotels (persons),Sumqayit,110.6,158.2,74.7,214.2,193.9,159.3
49,5.4,Accommodated persons in hotels (persons),Tartar,9841.6,16673.0,3184.4,11200.0,27208.4,6230.2
49,5.4,Accommodated persons in hotels (persons),Tovuz,284.3,115.7,86.7,226.2,394.2,64.6
49,5.4,Accommodated persons in hotels (persons),Ujar,103.6,136.9,47.1,130.9,128.5,249.0
49,5.4,Accommodated persons in hotels (persons),Yardimli,307.0,216.3,87.7,33.1,372.4,314.5
49,5.4,Accommodated persons in hotels (persons),Yevlakh,247.9,72.4,12.6,163.8,152.7,288.0
49,5.4,Accommodated persons in hotels (persons),Zangilan,246.0,405.9,84.9,189.1,374.9,204.5
49,5.4,Accommodated persons in hotels (persons),Zaqatala,416.6,223.5,44.8,162.4,189.6,235.2
49,5.4,Accommodated persons in hotels (persons),Zardab,327.0,127.1,29.5,41.8,335.9,333.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Absheron,528.2,271.4,357.4,641.0,893.3,247.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Agdam,5739.3,24882.7,2643.6,6401.1,33210.6,32234.2
52,5.5,Number of overnights in hotels and similar establishments (nights),Agdash,729.3,920.5,363.8,287.1,1316.2,658.8
52,5.5,Number of overnights in hotels and similar establishments (nights),Aghjabadi,5582.9,7427.3,1267.3,3828.9,3844.9,2961.4
52,5.5,Number of overnights in hotels and similar establishments (nights),Agstafa,984.5,363.7,198.6,673.0,782.5,539.8
52,5.5,Number of overnights in hotels and similar establishments (nights),Agsu,703.7,216.9,198.7,704.0,333.2,1569.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Astara,274.8,1267.9,130.6,1043.6,1322.2,325.8
52,5.5,Number of overnights in hotels and similar establishments (nights),Babek,470.9,443.1,367.2,420.0,904.0,888.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Baku,908.8,1426.0,79.8,260.5,1115.6,707.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Balakan,901.3,876.4,44.9,476.4,1134.5,906.4
52,5.5,Number of overnights in hotels and similar establishments (nights),Barda,4231.4,10642.4,710.0,14953.5,14083.3,11980.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Beylagan,18428.8,24706.8,4900.2,18750.7,28038.0,17565.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Bilasuvar,523.3,234.5,223.5,916.4,292.5,1490.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Dashkasan,239.7,284.9,162.1,457.8,387.0,504.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Fuzuli,30269.5,102444.6,35757.3,61396.0,61414.8,103648.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Gadabay,232.5,877.2,95.2,838.6,962.1,1141.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Ganja,314.0,292.5,177.2,143.4,1157.5,410.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Goranboy,944.8,132.8,148.0,659.2,622.3,365.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Goychay,603.3,1030.9,176.9,1043.5,188.4,801.8
52,5.5,Number of overnights in hotels and similar establishments (nights),Goygol,789.8,648.5,408.4,825.0,920.7,935.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Hajigabul,1064.4,494.0,210.4,479.2,484.8,747.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Imishli,396.7,737.0,151.5,937.5,473.4,881.4
52,5.5,Number of overnights in hotels and similar establishments (nights),Ismayilli,761.5,415.1,206.8,290.1,1026.9,624.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Jabrayil,10377.3,32544.3,9706.5,9072.7,13727.0,41422.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Jalilabad,1176.5,893.5,200.4,271.3,1230.6,1309.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Julfa,251.0,395.9,35.4,322.4,1150.9,1025.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Kalbajar,975.8,154.1,242.6,651.0,904.2,718.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Kangarli,1210.4,664.8,80.8,689.1,1152.8,936.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Khachmaz,422.0,322.1,224.9,857.4,712.9,317.4
52,5.5,Number of overnights in hotels and similar establishments (nights),Khizi,877.8,320.7,208.2,840.5,766.8,315.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Khojaly,60206.4,28383.2,15001.5,47738.2,13234.0,29022.2
52,5.5,Number of overnights in hotels and similar establishments (nights),Kurdamir,749.0,312.4,77.5,678.0,1649.9,1465.8
52,5.5,Number of overnights in hotels and similar establishments (nights),Lachin,15351.6,29137.2,6651.4,6328.8,18108.1,25457.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Lankaran,1125.1,1309.9,177.5,1020.3,1143.7,293.2
52,5.5,Number of overnights in hotels and similar establishments (nights),Lerik,933.4,803.9,218.5,108.5,156.6,729.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Masally,705.8,218.5,169.0,180.9,933.7,706.9
52,5.5,Number of overnights in hotels and similar establishments (nights),Mingachevir,993.0,494.0,197.7,641.0,1272.9,1208.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Naftalan,10482.9,4366.4,1140.4,10764.5,5171.5,10217.9
52,5.5,Number of overnights in hotels and similar establishments (nights),Nakhchivan,998.2,693.6,225.7,769.9,941.2,1036.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Neftchala,871.4,788.6,166.3,216.8,628.5,502.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Oghuz,793.3,633.7,237.6,1007.5,561.6,878.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Ordubad,604.5,138.8,109.5,637.7,145.6,596.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Qabala,448.8,183.2,262.0,821.9,379.6,1097.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Qakh,1161.3,318.9,170.6,962.4,819.4,1398.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Qazakh,768.8,345.5,255.4,688.9,1461.4,170.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Quba,778.2,668.6,202.1,1009.2,1274.8,1234.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Qubadli,4251.4,8942.5,968.1,3402.9,5607.0,10808.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Qusar,661.3,227.0,328.4,944.9,586.2,170.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Saatly,1006.8,1227.3,175.4,1100.2,231.8,733.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Sabirabad,318.2,1247.0,80.4,408.7,521.5,1469.4
52,5.5,Number of overnights in hotels and similar establishments (nights),Salyan,973.7,148.4,276.0,147.3,910.5,490.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Samukh,162.8,899.3,171.0,524.6,1055.1,619.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Sedarak,344.3,759.1,208.5,207.4,392.5,649.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Shabran,252.4,492.6,228.4,704.6,562.5,515.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Shahbuz,737.5,881.3,249.1,198.4,274.8,1136.9
52,5.5,Number of overnights in hotels and similar establishments (nights),Shaki,147.2,1003.5,131.3,839.0,1244.1,694.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Shamakhi,350.3,1265.4,261.8,611.1,418.9,751.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Shamkir,801.0,879.5,120.3,792.6,289.2,1131.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Sharur,1169.9,646.9,137.0,409.8,1129.0,138.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Shirvan,309.8,909.1,204.8,128.3,515.0,459.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Shusha,129466.7,28974.2,33927.4,105851.3,150532.1,159928.3
52,5.5,Number of overnights in hotels and similar establishments (nights),Siazan,600.8,204.4,200.3,982.6,984.9,800.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Sumqayit,1024.3,303.3,319.3,419.5,653.4,682.2
52,5.5,Number of overnights in hotels and similar establishments (nights),Tartar,27002.6,32051.5,3426.6,22795.7,49166.5,11934.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Tovuz,171.7,301.3,225.2,731.5,1115.3,1021.1
52,5.5,Number of overnights in hotels and similar establishments (nights),Ujar,667.3,467.3,279.3,785.7,658.2,1564.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Yardimli,285.1,676.4,266.5,623.5,374.8,1289.7
52,5.5,Number of overnights in hotels and similar establishments (nights),Yevlakh,254.4,601.2,114.8,801.0,434.1,250.6
52,5.5,Number of overnights in hotels and similar establishments (nights),Zangilan,181.4,141.8,98.3,924.5,376.1,441.0
52,5.5,Number of overnights in hotels and similar establishments (nights),Zaqatala,532.3,379.0,117.0,1035.4,983.2,678.5
52,5.5,Number of overnights in hotels and similar establishments (nights),Zardab,717.9,448.8,288.0,511.0,870.0,256.9
55,5.6,Average length of stay (nights),Absheron,2.9,4.6,2.2,3.3,3.0,1.6
55,5.6,Average length of stay (nights),Agdam,4.3,1.7,3.2,3.5,3.7,3.9
55,5.6,Average length of stay (nights),Agdash,2.4,1.5,4.0,3.4,4.4,4.4
55,5.6,Average length of stay (nights),Aghjabadi,4.5,3.2,2.7,4.3,3.1,2.1
55,5.6,Average length of stay (nights),Agstafa,4.5,4.6,3.1,1.8,2.9,4.3
55,5.6,Average length of stay (nights),Agsu,4.7,2.2,1.7,4.6,2.9,3.4
55,5.6,Average length of stay (nights),Astara,4.9,1.7,3.8,1.8,2.8,4.3
55,5.6,Average length of stay (nights),Babek,3.0,5.0,3.5,2.6,2.3,2.7
55,5.6,Average length of stay (nights),Baku,2.8,1.7,2.8,3.1,4.0,3.8
55,5.6,Average length of stay (nights),Balakan,4.0,1.5,2.3,3.8,3.2,1.5
55,5.6,Average length of stay (nights),Barda,4.3,4.2,3.4,1.7,4.2,3.5
55,5.6,Average length of stay (nights),Beylagan,4.2,4.1,4.3,3.3,2.0,3.8
55,5.6,Average length of stay (nights),Bilasuvar,3.7,4.1,2.1,2.2,4.6,4.1
55,5.6,Average length of stay (nights),Dashkasan,4.7,4.2,3.6,3.8,4.6,3.5
55,5.6,Average length of stay (nights),Fuzuli,3.7,2.0,3.2,4.0,2.4,2.2
55,5.6,Average length of stay (nights),Gadabay,2.6,2.3,2.3,3.0,4.7,3.3
55,5.6,Average length of stay (nights),Ganja,2.2,1.8,3.9,2.8,4.4,3.8
55,5.6,Average length of stay (nights),Goranboy,4.3,2.5,3.9,2.4,4.8,3.7
55,5.6,Average length of stay (nights),Goychay,2.6,2.4,2.2,3.9,2.3,3.6
55,5.6,Average length of stay (nights),Goygol,2.4,3.8,4.4,4.2,4.2,2.2
55,5.6,Average length of stay (nights),Hajigabul,1.8,3.9,2.8,3.0,1.6,2.4
55,5.6,Average length of stay (nights),Imishli,1.6,4.6,2.4,3.5,1.6,3.8
55,5.6,Average length of stay (nights),Ismayilli,2.6,4.6,4.6,2.6,4.7,5.0
55,5.6,Average length of stay (nights),Jabrayil,4.4,4.5,2.4,3.5,1.7,1.8
55,5.6,Average length of stay (nights),Jalilabad,5.0,2.6,4.1,4.3,4.5,5.0
55,5.6,Average length of stay (nights),Julfa,2.3,1.6,2.9,2.0,1.6,2.8
55,5.6,Average length of stay (nights),Kalbajar,4.2,3.5,2.6,3.8,2.3,1.6
55,5.6,Average length of stay (nights),Kangarli,4.2,3.7,4.2,1.6,4.4,3.7
55,5.6,Average length of stay (nights),Khachmaz,3.5,3.7,4.5,3.6,3.5,5.0
55,5.6,Average length of stay (nights),Khizi,4.1,3.0,4.0,2.9,2.3,3.6
55,5.6,Average length of stay (nights),Khojaly,4.7,4.8,2.7,3.3,2.2,5.0
55,5.6,Average length of stay (nights),Kurdamir,4.9,3.8,4.3,4.0,3.6,1.7
55,5.6,Average length of stay (nights),Lachin,3.1,3.9,3.9,2.8,4.8,2.1
55,5.6,Average length of stay (nights),Lankaran,3.3,3.9,3.9,3.8,2.5,2.0
55,5.6,Average length of stay (nights),Lerik,3.7,3.6,2.1,4.0,3.1,3.8
55,5.6,Average length of stay (nights),Masally,4.4,2.1,1.6,4.2,3.6,3.9
55,5.6,Average length of stay (nights),Mingachevir,4.4,4.3,4.9,3.4,3.2,2.9
55,5.6,Average length of stay (nights),Naftalan,2.0,3.5,2.5,4.7,3.5,3.6
55,5.6,Average length of stay (nights),Nakhchivan,2.7,1.7,1.6,3.0,1.8,3.6
55,5.6,Average length of stay (nights),Neftchala,4.6,4.6,3.8,2.2,4.5,4.6
55,5.6,Average length of stay (nights),Oghuz,2.2,4.1,2.5,4.3,5.0,1.6
55,5.6,Average length of stay (nights),Ordubad,4.6,3.7,4.9,3.1,4.5,1.7
55,5.6,Average length of stay (nights),Qabala,2.7,1.7,4.9,4.4,4.5,4.8
55,5.6,Average length of stay (nights),Qakh,1.8,2.8,1.7,2.2,2.3,3.1
55,5.6,Average length of stay (nights),Qazakh,2.4,1.9,2.1,2.0,4.9,4.2
55,5.6,Average length of stay (nights),Quba,4.9,3.0,2.5,4.3,2.6,2.5
55,5.6,Average length of stay (nights),Qubadli,2.3,2.0,2.4,2.7,3.9,1.7
55,5.6,Average length of stay (nights),Qusar,2.2,4.3,2.0,2.7,4.5,2.0
55,5.6,Average length of stay (nights),Saatly,1.8,3.2,2.6,3.5,4.3,2.0
55,5.6,Average length of stay (nights),Sabirabad,3.5,3.3,2.0,3.7,2.5,3.2
55,5.6,Average length of stay (nights),Salyan,1.8,3.1,2.6,4.4,1.7,3.0
55,5.6,Average length of stay (nights),Samukh,3.1,4.0,3.5,3.8,4.2,4.5
55,5.6,Average length of stay (nights),Sedarak,2.6,3.4,4.4,5.0,4.6,2.8
55,5.6,Average length of stay (nights),Shabran,2.2,3.2,4.1,3.2,3.2,4.4
55,5.6,Average length of stay (nights),Shahbuz,2.8,4.5,2.9,2.6,3.1,4.2
55,5.6,Average length of stay (nights),Shaki,1.9,2.2,4.8,2.1,3.5,3.5
55,5.6,Average length of stay (nights),Shamakhi,3.2,3.8,2.3,3.4,2.8,3.8
55,5.6,Average length of stay (nights),Shamkir,2.0,3.5,2.1,2.5,2.3,2.1
55,5.6,Average length of stay (nights),Sharur,4.4,2.5,4.7,4.9,3.5,2.0
55,5.6,Average length of stay (nights),Shirvan,2.8,4.3,2.8,1.8,3.4,4.5
55,5.6,Average length of stay (nights),Shusha,4.3,2.1,3.9,2.3,2.3,4.6
55,5.6,Average length of stay (nights),Siazan,2.4,2.4,1.5,4.5,4.3,3.7
55,5.6,Average length of stay (nights),Sumqayit,4.1,2.0,3.1,2.7,1.8,3.2
55,5.6,Average length of stay (nights),Tartar,4.7,1.6,2.5,2.2,2.3,4.7
55,5.6,Average length of stay (nights),Tovuz,3.1,3.1,4.2,2.0,3.2,3.0
55,5.6,Average length of stay (nights),Ujar,3.6,5.0,4.2,2.9,4.4,2.1
55,5.6,Average length of stay (nights),Yardimli,1.6,2.2,2.7,3.3,3.7,4.7
55,5.6,Average length of stay (nights),Yevlakh,3.3,3.3,1.7,1.6,3.4,3.0
55,5.6,Average length of stay (nights),Zangilan,4.4,2.1,1.6,3.1,2.3,1.7
55,5.6,Average length of stay (nights),Zaqatala,4.0,1.9,3.6,2.5,2.1,2.8
55,5.6,Average length of stay (nights),Zardab,4.3,2.9,4.1,1.9,4.2,2.3
58,5.7,Bed occupancy rate (percent),Absheron,53.9,48.3,66.5,39.4,23.3,21.0
58,5.7,Bed occupancy rate (percent),Agdam,61.3,46.2,58.8,31.7,37.3,21.5
58,5.7,Bed occupancy rate (percent),Agdash,68.1,53.4,66.7,33.3,50.6,53.9
58,5.7,Bed occupancy rate (percent),Aghjabadi,35.9,62.4,67.4,64.2,57.0,33.9
58,5.7,Bed occupancy rate (percent),Agstafa,34.1,68.2,20.5,55.8,55.3,51.1
58,5.7,Bed occupancy rate (percent),Agsu,69.5,35.6,37.0,23.9,42.1,33.1
58,5.7,Bed occupancy rate (percent),Astara,37.2,61.7,66.8,29.3,38.6,66.4
58,5.7,Bed occupancy rate (percent),Babek,23.1,24.6,28.1,49.8,27.5,68.4
58,5.7,Bed occupancy rate (percent),Baku,42.3,45.1,32.3,43.5,53.1,57.6
58,5.7,Bed occupancy rate (percent),Balakan,57.7,48.9,65.2,60.9,57.9,22.8
58,5.7,Bed occupancy rate (percent),Barda,20.3,30.6,53.2,40.6,40.1,64.2
58,5.7,Bed occupancy rate (percent),Beylagan,64.8,65.5,35.7,54.6,33.6,29.5
58,5.7,Bed occupancy rate (percent),Bilasuvar,29.2,37.1,41.5,61.5,26.0,56.7
58,5.7,Bed occupancy rate (percent),Dashkasan,46.6,34.4,44.6,35.0,49.8,41.7
58,5.7,Bed occupancy rate (percent),Fuzuli,28.2,25.8,47.3,65.1,37.2,56.7
58,5.7,Bed occupancy rate (percent),Gadabay,52.9,66.6,61.0,48.3,52.9,64.9
58,5.7,Bed occupancy rate (percent),Ganja,40.0,36.3,20.5,61.3,60.0,25.2
58,5.7,Bed occupancy rate (percent),Goranboy,48.8,43.2,25.9,69.0,30.7,23.4
58,5.7,Bed occupancy rate (percent),Goychay,49.7,56.9,21.6,52.9,46.6,25.2
58,5.7,Bed occupancy rate (percent),Goygol,28.6,48.4,34.8,66.9,60.9,69.2
58,5.7,Bed occupancy rate (percent),Hajigabul,33.0,68.5,41.6,37.4,22.5,22.6
58,5.7,Bed occupancy rate (percent),Imishli,54.6,42.9,31.3,50.7,32.6,48.9
58,5.7,Bed occupancy rate (percent),Ismayilli,38.0,61.2,61.0,43.9,37.5,38.1
58,5.7,Bed occupancy rate (percent),Jabrayil,60.3,36.4,30.5,24.2,43.3,44.1
58,5.7,Bed occupancy rate (percent),Jalilabad,62.0,31.1,39.0,60.4,61.2,39.2
58,5.7,Bed occupancy rate (percent),Julfa,43.0,35.2,66.6,25.9,66.7,54.2
58,5.7,Bed occupancy rate (percent),Kalbajar,46.6,21.6,43.8,40.4,28.1,52.8
58,5.7,Bed occupancy rate (percent),Kangarli,68.6,48.1,55.7,23.4,40.9,25.8
58,5.7,Bed occupancy rate (percent),Khachmaz,50.6,66.9,53.1,23.8,37.7,47.5
58,5.7,Bed occupancy rate (percent),Khizi,40.2,61.7,60.7,50.6,38.7,32.8
58,5.7,Bed occupancy rate (percent),Khojaly,25.3,37.7,40.7,53.8,52.9,23.5
58,5.7,Bed occupancy rate (percent),Kurdamir,39.8,29.1,27.8,61.4,22.1,41.0
58,5.7,Bed occupancy rate (percent),Lachin,28.4,64.0,47.9,31.6,45.1,56.6
58,5.7,Bed occupancy rate (percent),Lankaran,67.9,31.0,64.3,66.7,65.8,51.8
58,5.7,Bed occupancy rate (percent),Lerik,51.5,40.2,57.6,46.6,53.9,41.4
58,5.7,Bed occupancy rate (percent),Masally,56.6,61.2,27.3,61.6,47.0,62.2
58,5.7,Bed occupancy rate (percent),Mingachevir,41.6,39.0,65.8,32.6,62.2,44.2
58,5.7,Bed occupancy rate (percent),Naftalan,45.7,35.4,48.7,36.3,22.0,33.6
58,5.7,Bed occupancy rate (percent),Nakhchivan,20.3,68.9,68.3,39.8,56.4,37.3
58,5.7,Bed occupancy rate (percent),Neftchala,53.6,60.3,67.3,40.0,59.2,33.3
58,5.7,Bed occupancy rate (percent),Oghuz,69.5,21.3,50.2,53.0,54.4,26.0
58,5.7,Bed occupancy rate (percent),Ordubad,66.9,29.1,51.1,31.1,35.4,47.3
58,5.7,Bed occupancy rate (percent),Qabala,40.9,28.0,28.5,40.9,57.9,64.9
58,5.7,Bed occupancy rate (percent),Qakh,24.2,39.7,25.0,20.8,53.1,50.1
58,5.7,Bed occupancy rate (percent),Qazakh,28.2,31.7,21.2,61.7,68.7,26.8
58,5.7,Bed occupancy rate (percent),Quba,31.6,63.4,66.3,41.0,22.5,22.0
58,5.7,Bed occupancy rate (percent),Qubadli,48.7,39.6,21.4,49.2,20.6,59.4
58,5.7,Bed occupancy rate (percent),Qusar,35.3,22.0,49.4,39.9,68.7,47.2
58,5.7,Bed occupancy rate (percent),Saatly,33.8,55.5,33.6,65.2,38.7,47.5
58,5.7,Bed occupancy rate (percent),Sabirabad,22.5,41.3,61.6,60.3,31.2,31.3
58,5.7,Bed occupancy rate (percent),Salyan,60.9,66.5,24.8,42.5,36.9,63.5
58,5.7,Bed occupancy rate (percent),Samukh,24.2,30.6,57.6,22.6,44.6,42.1
58,5.7,Bed occupancy rate (percent),Sedarak,36.7,39.7,46.5,28.1,48.6,60.3
58,5.7,Bed occupancy rate (percent),Shabran,58.0,27.7,27.5,33.4,38.1,40.4
58,5.7,Bed occupancy rate (percent),Shahbuz,54.0,22.8,21.7,39.6,54.9,29.7
58,5.7,Bed occupancy rate (percent),Shaki,52.1,33.0,64.3,64.8,34.9,31.5
58,5.7,Bed occupancy rate (percent),Shamakhi,40.6,32.0,53.6,61.3,53.7,61.2
58,5.7,Bed occupancy rate (percent),Shamkir,39.8,27.8,56.9,38.0,53.6,33.5
58,5.7,Bed occupancy rate (percent),Sharur,24.1,69.6,27.8,69.4,68.9,59.7
58,5.7,Bed occupancy rate (percent),Shirvan,53.0,48.9,63.3,34.5,43.4,51.0
58,5.7,Bed occupancy rate (percent),Shusha,40.6,41.4,36.5,48.2,62.5,30.1
58,5.7,Bed occupancy rate (percent),Siazan,66.7,54.5,61.2,47.8,59.0,20.8
58,5.7,Bed occupancy rate (percent),Sumqayit,60.9,22.0,64.5,69.6,34.7,30.5
58,5.7,Bed occupancy rate (percent),Tartar,58.3,32.7,63.3,25.1,26.3,69.0
58,5.7,Bed occupancy rate (percent),Tovuz,53.7,62.3,36.2,53.8,49.7,50.2
58,5.7,Bed occupancy rate (percent),Ujar,54.1,48.8,41.5,33.8,58.4,31.3
58,5.7,Bed occupancy rate (percent),Yardimli,54.6,31.7,51.3,57.4,30.9,23.0
58,5.7,Bed occupancy rate (percent),Yevlakh,26.5,50.3,62.5,22.2,56.7,37.1
58,5.7,Bed occupancy rate (percent),Zangilan,43.9,66.4,36.6,43.3,20.7,24.1
58,5.7,Bed occupancy rate (percent),Zaqatala,32.9,21.4,51.6,41.3,47.4,28.7
58,5.7,Bed occupancy rate (percent),Zardab,34.8,53.2,68.3,22.5,64.5,48.8
61,5.8,Room occupancy rate (percent),Absheron,53.2,50.0,28.5,29.5,55.0,42.0
61,5.8,Room occupancy rate (percent),Agdam,70.9,45.3,32.2,60.7,39.7,51.3
61,5.8,Room occupancy rate (percent),Agdash,59.9,70.0,64.6,58.8,59.0,72.3
61,5.8,Room occupancy rate (percent),Aghjabadi,39.8,25.1,38.6,35.9,58.1,56.7
61,5.8,Room occupancy rate (percent),Agstafa,54.7,25.8,61.4,41.2,58.3,52.8
61,5.8,Room occupancy rate (percent),Agsu,42.1,31.7,29.7,66.6,70.9,57.5
61,5.8,Room occupancy rate (percent),Astara,30.2,45.1,61.4,64.0,30.9,25.0
61,5.8,Room occupancy rate (percent),Babek,60.6,42.8,37.7,25.6,52.0,67.6
61,5.8,Room occupancy rate (percent),Baku,72.9,53.3,50.7,29.3,52.4,44.0
61,5.8,Room occupancy rate (percent),Balakan,55.4,44.4,37.0,29.7,40.7,29.8
61,5.8,Room occupancy rate (percent),Barda,33.8,74.4,47.2,51.6,68.7,74.8
61,5.8,Room occupancy rate (percent),Beylagan,54.1,65.6,41.3,40.3,45.1,58.6
61,5.8,Room occupancy rate (percent),Bilasuvar,59.1,40.8,31.7,56.6,31.4,53.9
61,5.8,Room occupancy rate (percent),Dashkasan,59.7,60.0,62.7,68.6,50.0,61.5
61,5.8,Room occupancy rate (percent),Fuzuli,56.0,34.3,26.3,39.2,47.2,55.9
61,5.8,Room occupancy rate (percent),Gadabay,67.5,34.8,31.3,73.2,30.4,48.9
61,5.8,Room occupancy rate (percent),Ganja,54.3,52.1,29.3,27.9,30.3,54.3
61,5.8,Room occupancy rate (percent),Goranboy,52.2,36.7,56.9,66.0,27.1,49.9
61,5.8,Room occupancy rate (percent),Goychay,59.5,37.6,40.4,55.7,69.9,65.5
61,5.8,Room occupancy rate (percent),Goygol,54.2,61.5,43.2,57.0,48.3,34.5
61,5.8,Room occupancy rate (percent),Hajigabul,60.1,52.8,42.9,70.6,26.0,40.8
61,5.8,Room occupancy rate (percent),Imishli,27.8,63.3,60.1,41.6,58.8,44.8
61,5.8,Room occupancy rate (percent),Ismayilli,62.8,47.7,45.6,71.7,37.5,31.0
61,5.8,Room occupancy rate (percent),Jabrayil,54.2,73.5,43.9,28.1,42.0,50.3
61,5.8,Room occupancy rate (percent),Jalilabad,33.1,57.9,74.9,47.6,42.7,45.0
61,5.8,Room occupancy rate (percent),Julfa,30.8,69.2,45.7,44.4,58.0,47.1
61,5.8,Room occupancy rate (percent),Kalbajar,57.4,28.1,65.7,72.0,57.4,72.7
61,5.8,Room occupancy rate (percent),Kangarli,32.6,48.9,55.1,54.1,45.1,41.9
61,5.8,Room occupancy rate (percent),Khachmaz,31.3,44.6,33.1,61.7,35.4,27.9
61,5.8,Room occupancy rate (percent),Khizi,52.6,54.8,68.6,53.8,42.3,65.2
61,5.8,Room occupancy rate (percent),Khojaly,52.0,29.0,53.3,70.4,44.8,39.8
61,5.8,Room occupancy rate (percent),Kurdamir,32.2,32.6,46.6,54.8,29.0,72.0
61,5.8,Room occupancy rate (percent),Lachin,62.8,54.3,66.4,29.0,48.8,56.5
61,5.8,Room occupancy rate (percent),Lankaran,66.4,64.2,38.9,72.0,31.2,68.8
61,5.8,Room occupancy rate (percent),Lerik,73.5,33.9,61.1,27.0,45.3,50.8
61,5.8,Room occupancy rate (percent),Masally,54.0,71.8,58.6,49.1,65.5,72.5
